Date,Price_MSFT,Price_AMZN,Price_AAPL,Price_FB,MSFT_size,AMZN_size,AAPL_size,FB_size,total_value,periodic_reinvestment,reinvestment_due_to_loss,MSFT_change,AMZN_change,AAPL_change,FB_change,total_value_percentage,Drawdown
2018-02-21,87.1930160522461,1482.9200439453125,41.01814270019531,177.91000366210938,2696.3779865186484,2949.8656676724163,2830.740602943933,2547.6507906673455,11024.64,0.0,0.0,0.0,0.0,0.0,0.0,10.25,-0.48308799170438954
2018-02-22,87.42173767089844,1485.3399658203125,41.36101150512695,178.99000549316406,2703.451029355079,2954.679443362251,2854.4026359788477,2563.1162926749466,11075.65,0.0,0.0,0.0,0.0,0.0,0.0,10.76,-0.022592844858104755
2018-02-23,89.64232635498047,1500.0,42.08033752441406,183.2899932861328,2772.12105266616,2983.841589824652,2904.0447025256676,2624.6916233203356,11284.7,0.0,0.0,0.0,0.0,0.0,0.0,12.85,0.0
2018-02-26,90.93844604492188,1521.949951171875,42.912349700927734,184.92999267578125,2812.202572472256,3027.5050412921596,2961.4634566466284,2648.1762259605953,11449.35,0.0,0.0,0.0,0.0,0.0,0.0,14.49,0.0
2018-02-27,89.77574920654297,1511.97998046875,42.773284912109375,181.4600067138672,2776.2470533040564,3007.6724991366145,2951.8663291748844,2598.4864260757913,11334.27,0.0,0.0,0.0,0.0,0.0,0.0,13.34,-1.0050790294112155
2018-02-28,89.3659439086914,1512.449951171875,42.70854568481445,178.32000732421875,2763.574134830591,3008.6073778899367,2947.3985510834577,2553.5219959534365,11273.1,0.0,0.0,0.0,0.0,0.0,0.0,12.73,-1.53934745843608
2018-03-01,88.4891586303711,1493.449951171875,41.960445404052734,175.94000244140625,2855.6208956505534,2855.620895650554,2855.620895650554,2855.620895650554,11422.48,300.0,0.0,119.16,-115.19,-40.15,336.18,14.22,-0.23463096256969296
2018-03-02,88.67976379394531,1500.25,42.25057601928711,176.6199951171875,2861.77188743696,2868.623247359629,2875.3657539177448,2866.657619913968,11472.42,0.0,0.0,0.0,0.0,0.0,0.0,14.72,0.0
2018-03-05,89.24205780029297,1523.6099853515625,42.39683532714844,180.39999389648438,2879.917596345015,2913.289800959011,2885.3194408171657,2928.009463439653,11606.54,0.0,0.0,0.0,0.0,0.0,0.0,16.07,0.0
2018-03-06,88.93708038330078,1537.6400146484375,42.360870361328125,179.77999877929688,2870.0757140382543,2940.116575298056,2882.87184268233,2917.946538651235,11611.01,0.0,0.0,0.0,0.0,0.0,0.0,16.11,0.0
2018-03-07,89.45170593261719,1545.0,41.96764373779297,183.7100067138672,2886.68312103375,2954.189579850443,2856.1107787307865,2981.7331285245014,11678.72,0.0,0.0,0.0,0.0,0.0,0.0,16.79,0.0
2018-03-08,89.99494171142578,1551.8599853515625,42.42560958862305,182.33999633789062,2904.213804625292,2967.306535995111,2887.27767509072,2959.496967318356,11718.29,0.0,0.0,0.0,0.0,0.0,0.0,17.18,0.0
2018-03-09,92.0058364868164,1578.8900146484375,43.15452575683594,185.22999572753906,2969.107100351455,3018.9905689348393,2936.8841132751254,3006.4035407580477,11931.39,0.0,0.0,0.0,0.0,0.0,0.0,19.31,0.0
2018-03-12,92.22503662109375,1598.3900146484375,43.57174301147461,184.75999450683594,2976.180876319723,3056.2764568358643,2965.2778612179695,2998.7751146571213,11996.51,0.0,0.0,0.0,0.0,0.0,0.0,19.97,0.0
2018-03-13,89.97587585449219,1588.1800537109375,43.152130126953125,181.8800048828125,2903.598533101687,3036.754023041533,2936.7210785245234,2952.0310062366557,11829.1,0.0,0.0,0.0,0.0,0.0,0.0,18.29,-1.3954530427090939
2018-03-14,89.44216918945312,1591.0,42.78527069091797,184.19000244140625,2886.3753621684014,3042.1460333605532,2911.7544352675054,2989.523771984564,11829.8,0.0,0.0,0.0,0.0,0.0,0.0,18.3,-1.38966000907913
2018-03-15,89.7566909790039,1582.3199462890625,42.83562469482422,183.86000061035156,2896.5252495476034,3025.548930302046,2915.1812803438556,2984.1676272119926,11821.42,0.0,0.0,0.0,0.0,0.0,0.0,18.21,-1.459484609398276
2018-03-16,90.1569595336914,1571.6800537109375,42.68456268310547,185.08999633789062,2909.4422584369295,3005.204425586819,2904.900745114804,3004.1312594296924,11823.68,0.0,0.0,0.0,0.0,0.0,0.0,18.24,-1.4406824652359984
2018-03-19,88.52727508544922,1544.9300537109375,42.032379150390625,172.55999755859375,2856.8509462835796,2954.0558357738746,2860.516351529701,2800.7612137315728,11472.18,0.0,0.0,0.0,0.0,0.0,0.0,14.72,-4.370654033592169
2018-03-20,88.75601196289062,1586.510009765625,42.01799774169922,168.14999389648438,2864.2324811171966,3033.5607373320604,2859.537623807137,2729.183980398244,11486.51,0.0,0.0,0.0,0.0,0.0,0.0,14.87,-4.251198667266842
2018-03-21,88.13653564453125,1581.8599853515625,41.06608963012695,169.38999938964844,2844.24145005251,3024.6694404582267,2794.755454124008,2749.31007763517,11412.98,0.0,0.0,0.0,0.0,0.0,0.0,14.13,-4.86419693501613
2018-03-22,85.57288360595703,1544.9200439453125,40.48583984375,164.88999938964844,2761.510204283641,2954.0366961329,2755.266516418052,2676.2721450893464,11147.09,0.0,0.0,0.0,0.0,0.0,0.0,11.47,-7.080598650986969
2018-03-23,83.0854721069336,1495.56005859375,39.54832077026367,159.38999938964844,2681.239305987916,2859.6556253321514,2691.463593676438,2587.003560866673,10819.36,0.0,0.0,0.0,0.0,0.0,0.0,8.19,-9.812422053114656
2018-03-26,89.37548065185547,1555.8599853515625,41.425750732421875,160.05999755859375,2884.2232659747906,2974.9549232568597,2819.232214300793,2597.8780677709515,11276.29,0.0,0.0,0.0,0.0,0.0,0.0,12.76,-6.003594538531076
2018-03-27,85.26790618896484,1497.050048828125,40.363548278808594,152.22000122070312,2751.6683219768797,2862.504630914332,2746.943955853079,2470.6298180628714,10831.75,0.0,0.0,0.0,0.0,0.0,0.0,8.32,-9.709186690288686
2018-03-28,85.191650390625,1431.4200439453125,39.91757583618164,153.02999877929688,2696.647766912474,2696.647766912474,2696.647766912474,2696.647766912474,10786.59,0.0,100.0,-52.56,-40.37,-19.95,212.87,7.87,-10.085593311831575
2018-03-29,86.98334503173828,1447.3399658203125,40.22928237915039,159.7899932861328,2753.361885382925,2726.639258197809,2717.7052268263296,2815.7703195924255,11013.48,0.0,0.0,0.0,0.0,0.0,0.0,10.13,-8.19432979848469
